	Johnsonella	Burkholderia	Rubrivirga	Turicibacter	Fusicatenibacter	Rheinheimera	Salinicoccus	Altererythrobacter	Afipia	Streptomyces	Propioniciclava	Micropruina	Gordonibacter	Hafnia	Nodularia	Demetria	Pediococcus	Anaerococcus	Rhodocytophaga	Syntrophococcus	Hyphomicrobium	Parapusillimonas	Gemmatimonas	Pseudolabrys	Segetibacter	Lentibacillus	Bosea	Pannonibacter	Rhizobacter	Actinotalea	Alistipes	Nannocystis	Mogibacterium	Dioscorea	Deinococcus	Brooklawnia	Erythrobacter	Bifidobacterium	Bdellovibrio	Pseudoramibacter	Ottowia	Filifactor	Denitrobacterium	Leahibacter	Saccharophagus	Cloacibacillus	Thermomonas	Zoogloea	Brevundimonas	Cloacibacterium	Raoultella	Nocardioides	Leucobacter	Hydrogenoanaerobacterium	Odoribacter	Terrahaemophilus	Blastococcus	Dolosigranulum	Isosphaera	Sporosarcina	Oxalophagus	Propionimicrobium	Bulleidia	Chelatococcus	Brassicibacter	Bacteriovorax	Phenylobacterium	Asteroleplasma	Desulfuromonas	Ralstonia	Rhodopirellula	Gordonia	Epulopiscium	Limnobacter	Flavobacterium	Chthoniobacter	Intestinimonas	Treponema	Methanosphaera	Alkalibaculum	Tsukamurella	Insolitispirillum	Sarcina	Lautropia	Bradyrhizobium	Planctomyces	Varibaculum	Parvimonas	Dehalobacter	Schwartzia	Methylotenera	Mycobacterium	Arcticibacter	Prevotella	Cupriavidus	Cedecea	Legionella	Xylanibacter	Sphingomonas	Acholeplasma	Gemmiger	Rhodoplanes	Kocuria	Guggenheimella	Pluralibacter	Robinsoniella	Dyadobacter	Methylopila	Halomicronema	Lactobacillus	Cetobacterium	Pigmentiphaga	Microbacterium	Helcococcus	Tepidimonas	Anaerofilum	Methylophilus	Alkanindiges	Camelimonas	Trichococcus	Sphaerobacter	Micrococcus	Exiguobacterium	Centipeda	Coraliomargarita	Solirubrobacter	Streptobacillus	Brachyspira	Peptococcus	Arthrobacter	Blautia	Bauldia	Yaniella	Aeromicrobium	Acetitomaculum	Cellvibrio	Serinicoccus	Spinacia	Haemophilus	Acetobacter	Mycoplasma	Proteus	Hymenobacter	Roseburia	Natranaerovirga	Scardovia	Shewanella	Pseudoxanthobacter	Stenotrophomonas	Sphingobacterium	Helicobacter	Parasutterella	Klebsiella	Pedobacter	Parabacteroides	Tessaracoccus	Oceanobacillus	Kineococcus	Caulobacter	Ethanoligenens	Cellulosilyticum	Phyllobacterium	Flavihumibacter	Comamonas	Methylomonas	Anaeromyxobacter	Catonella	Phascolarctobacterium	Oceanitalea	Peptoclostridium	Oxalobacter	Zhihengliuella	Kytococcus	Christensenella	Aquicella	Megasphaera	Barnesiella	Soonwooa	Kingella	Leuconostoc	Leptotrichia	Lysobacter	Defluviicoccus	Fretibacterium	Luteococcus	Mobiluncus	Anaerosinus	Peptostreptococcus	Sphingopyxis	Uruburuella	Acetanaerobacterium	Akkermansia	Agromyces	Rubellimicrobium	Eggerthella	Adlercreutzia	Lutispora	Ferruginibacter	Ruminococcus	Rothia	Anaerobiospirillum	Dorea	Tannerella	Agrococcus	Arenimonas	Alloprevotella	Citricoccus	Actinomyces	Georgenia	Morganella	Murdochiella	Cucumis	Psychrobacter	Methylobacterium	Bacteroides	Ignavibacterium	Dokdonella	Nitriliruptor	Fontimonas	Alcanivorax	Pseudomonas	Lachnospira	Desemzia	Ornithinicoccus	Aureimonas	Wautersiella	Desulfotomaculum	Saccharofermentans	Nesterenkonia	Helcobacillus	Kaistobacter	Naasia	Devosia	Lachnobacterium	Tumebacillus	Microvirga	Faecalibacterium	Paracoccus	Roseomonas	Kerstersia	Coriobacterium	Slackia	Oceanicella	Solobacterium	Arcobacter	Aquabacterium	Globicatella	Clostridium	Acidaminobacter	Acetivibrio	Azohydromonas	Leptolyngbya	Succiniclasticum	Massilia	Actinobaculum	Azospirillum	Victivallis	Macrococcus	Capnocytophaga	Nitratireductor	Brachybacterium	Schlesneria	Alishewanella	Finegoldia	Gemella	Propionivibrio	Hydrotalea	Stomatobaculum	Catabacter	Dehalobacterium	Reyranella	Antarcticicola	Catellibacterium	Fluviicola	Janthinobacterium	Jeotgalicoccus	Sutterella	Novosphingobium	Conexibacter	Brevibacterium	Tetracoccus	Chryseobacterium	Anaerotruncus	Oribacterium	Fimbriimonas	Aequorivita	Cronobacter	Anaeroglobus	Dermatophilus	Pseudochrobactrum	Nocardia	Gracilibacter	Thauera	Hespellia	Asaccharobacter	Janibacter	Gardnerella	Papillibacter	Vallitalea	Pseudoclavibacter	Porphyrobacter	Pyramidobacter	Coprobacillus	Butyricicoccus	Sneathia	Brevibacillus	Tetrasphaera	Piscicoccus	Lachnoanaerobaculum	Photorhabdus	Methanobrevibacter	Steroidobacter	Olsenella	Dialister	Negativicoccus	Oscillochloris	Flavisolibacter	Morus	Desulfovibrio	Holophaga	Dietzia	Oxobacter	Alkalibacterium	Bryobacter	Vibrio	Moryella	Okadaella	Kaistia	Serratia	Planomicrobium	Humicoccus	Dermabacter	Shinella	Atopobium	Rhodospirillum	Craurococcus	Sediminibacterium	Pantoea	Escherichia/Shigella	Alkalitalea	Pseudonocardia	Leclercia	Succinivibrio	Butyrivibrio	Methylobacillus	Eikenella	Meiothermus	Enterorhabdus	Paenibacillus	Variovorax	Pseudoxanthomonas	Nitrosomonas	Facklamia	Enterobacter	Polymorphum	Subaequorebacter	Trifolium	Pectobacterium	Marmoricola	Sporacetigenium	Enterococcus	Vampirovibrio	Citrobacter	Prolixibacter	Acinetobacter	Rhodococcus	Parvibacter	Megamonas	Mesorhizobium	Schlegelella	Porphyromonas	Rhizobium	Paraeggerthella	Singulisphaera	Bifissio	Pontibacter	Hydrocarboniphaga	Holdemania	Kofleria	Geodermatophilus	Pleomorphomonas	Campylobacter	Knoellia	Ornithinimicrobium	Bilophila	Allobaculum	Ilumatobacter	Sneathiella	Howardella	Imtechium	Tunicatimonas	Rhodothermus	Oscillibacter	Aquamicrobium	Alkaliphilus	Vagococcus	Ochrobactrum	Dermacoccus	Anaerorhabdus	Pyxidicoccus	Rhodobacter	Aliihoeflea	Granulicatella	Bordetella	Flavonifractor	Aciditerrimonas	Coprobacter	Ramlibacter	Elusimicrobium	Lactonifactor	Peptoniphilus	Sporobacter	Halomonas	Caryophanon	Anoxybacillus	Nostocoida	Fusobacterium	Subdoligranulum	Anaerovibrio	Sphaerochaeta	Skermanella	Aerosphaera	Nitrolancea	Undibacterium	Mitsuokella	Anaerosporobacter	Aminobacter	Corynebacterium	Anaerofustis	Galbibacter	Alcaligenes	Luteimonas	Kluyvera	Bacillus	Alloscardovia	Hazenella	Petrimonas	Abiotrophia	Desulfosporosinus	Collinsella	Acidovorax	Propionibacterium	Butyricimonas	Achromobacter	Pelomonas	Aggregatibacter	Erwinia	Pseudoflavonifractor	Elizabethkingia	Acidaminococcus	Perlucidibaca	Sideroxydans	Lactococcus	Eubacterium	Coprococcus	Neisseria	Anaerovorax	Weissella	Microlunatus	Methyloversatilis	Cardiobacterium	Allisonella	Streptococcus	Azonexus	Providencia	Agrobacterium	Planobacterium	Catenibacterium	Anaerostipes	Staphylococcus	Zymophilus	Leifsonia	Rhodopseudomonas	Adhaeribacter	Moraxella	Gaiella	Patulibacter	Delftia	Empedobacter	Curvibacter	Millisia	Oscillospira	Paraprevotella	Solibacillus	Aerococcus	Rikenella	Selenomonas	Veillonella	Ammoniphilus	Sphingobium
sample_52	0	0	0	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	9	855	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4146	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	39	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	39	0	0	0	0	0	0	0	0	101	0	0	0	20	0	0	39	0	0	8	0	75	37	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	1	2	0	188	0	0	63	0	0	0	69	0	2	0	0	4	0	0	0	560	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	842	0	0	0	0	23	0	116	0	0	0	146	0	7	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	15	0	4	372	0	0	0	0	6	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	98	106	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	1	0	0	0	291	0	0	0	0	0	0	0	0	0	6	0	20	0	0	0	42	0	0	46	0	0	0	1	11	0	0	45	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	216	0	0	2	0	0	0	0	1	0	0	0	0	0	601	95	0	3	0	0	0	0	0	0	0	0	0	0	1475	10	0	0	0	0	0	0	0	0	0	0	0	0	94	7	0	0	0	0	1	0	0
sample_36	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1194	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	154	0	0	25	0	0	0	13	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	917	0	0	0	0	0	0	18	0	0	0	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32	113	0	0	0	0	13	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	229	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	70	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	79	0	0	0	320	207	0	0	0	0	0	0	0	1	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	0	0	13	0	0	0
sample_16	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2608	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	5	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	749	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	0	0	0	3	0	0	1255	1	0	51	0	0	0	89	0	3	0	0	0	0	0	0	221	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1699	0	0	0	0	17	0	35	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	1	0	1	0	0	0	1886	591	0	0	0	0	0	0	0	0	0	0	0	0	509	74	0	0	0	0	0	0	0	0	0	0	0	0	111	6	0	0	0	0	0	0	0
sample_152	2	0	0	1211	60	0	1	0	0	0	0	1	23	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	12	2	1	0	1	1	0	48	1	0	0	8	5	0	0	0	1	0	13	0	0	1	3	0	0	1	0	1	0	5	3	0	6	4	0	1	3	2	0	1	0	0	0	14	4	0	3	22	0	0	0	0	21	1	0	1	0	16	0	0	0	0	0	5190	0	3	0	0	2	0	143	0	6	0	1	0	2	1	0	3196	0	0	3	0	0	0	0	0	2	0	0	20	2	0	0	0	29	0	1	1	477	2	0	12	0	0	0	0	117	0	4	0	0	42	0	4	2	1	17	1	0	14	179	0	18	0	0	0	0	0	0	0	0	4	0	1	8	270	0	0	2	0	0	11	0	70	1	0	4	0	17	1	0	3	7	0	0	31	0	0	0	0	0	0	58	0	0	0	2083	12	1	1075	5	0	0	1427	1	396	0	0	0	1	0	33	111	0	0	0	0	1	63	1	7	0	0	1	0	0	2	0	0	0	1	0	0	0	15677	22	8	6	0	120	0	379	0	0	0	1163	0	0	0	0	0	0	0	8	7	0	6	0	10	0	0	0	31	0	0	1	0	0	0	0	1	8	0	0	150	1	4	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	22	0	0	0	7	0	0	0	378	216	0	0	0	0	3	0	7	0	0	1	18	0	2	5	0	0	0	0	2	13	0	0	0	0	182	0	1	0	28	4	1	1	0	9	0	0	0	0	0	2	0	1	0	1	0	0	15	0	2	0	13	15	0	912	3	1	26	3	0	0	0	0	1	0	0	0	0	15	0	1	1	0	0	0	4	0	0	0	1296	0	0	0	0	0	0	0	0	0	7	0	32	0	0	0	30	0	0	3	6	0	2	3	25	6	36	0	1	0	0	0	390	0	0	91	0	0	0	0	3	3	0	0	0	5	0	19281	0	11	0	4	0	7	0	1	7	1	5	0	2	5497	148	30	2	17	0	0	0	2	1166	0	0	33	0	361	55	29	0	0	0	0	0	0	0	4	0	0	0	352	0	3	1	0	6	148	1	1
sample_51	0	0	0	2	34	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	19	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	25	6	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	955	0	0	0	0	0	1	283	0	0	0	0	1	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	0	0	0	0	0	2	0	0	0	0	93	0	0	0	0	0	3	0	5	0	0	105	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	11	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	24	90	1	0	922	0	0	66	0	0	0	748	0	0	0	0	0	0	0	0	3471	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	632	0	0	0	0	0	0	0	0	0	0	136	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	49	222	2	0	0	0	0	0	0	0	0	0	10	3	0	0	1	0	0	0	0	0	0	0	0	0	60	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	13	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	1	0	1	39	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	54	0	0	0	0	0	0	1	0	0	0	732	179	0	0	0	0	0	0	0	0	0	0	0	0	216	47	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	7	0	0	0
sample_118	0	0	0	244	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	45	0	41	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	15	42	0	13	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	2	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	3	0	0	0	624	0	0	160	0	0	0	0	0	10	0	0	0	0	0	0	781	0	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	2886	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	24	0	0	1	0	0	0	0	0	0	322	0	0	0	0	0	0	261	0	0	0	0	9	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	4	0	0	0	28	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	144	0	2	0	0	12	0	0	0	8	57	0	0	3	2449	70	0	7	0	0	0	0	2	39	0	0	20	0	106	0	0	0	0	0	0	0	0	0	26	0	0	0	58	28	0	0	0	0	0	0	0
sample_129	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	7	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	13	6	0	39	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	1	0	0	172	0	0	19	0	0	0	0	0	2	0	2	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	7	0	0	0	65	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	15	12	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	36	0	0	21	0	0	0	0	3	0	3	0	0	0	175	17	0	0	1	0	0	0	0	549	0	0	0	0	67	5	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	4	0	0
sample_114	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	40	0	16	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	28	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	3	0	1	0	0	84	0	0	0	12	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	5	0	0	147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	13	0	0	225	0	0	53	0	0	0	1	0	13	0	0	0	0	0	10	364	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1018	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	19	1	5	0	2	3	0	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	82	0	6	0	0	3	0	0	0	3	23	0	0	0	176	12	0	1	96	0	0	0	0	375	0	0	0	0	110	16	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0	0	0	0	0	0	0
sample_134	0	0	0	81	15	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	14	0	68	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	7	0	0	10	1	0	111	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	2	47	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	74	0	0	0	1265	0	0	323	0	0	0	82	0	0	0	0	0	0	0	0	1528	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012	0	0	0	0	8	0	5	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	184	61	0	0	0	0	0	0	0	0	0	0	4363	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	65	0	0	10	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	18	0	0	14	0	12	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	11	4	0	0	0	0	0	33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	29	34	0	3	0	0	0	0	24	0	0	0	1134	57	0	0	0	0	0	0	0	74	0	0	0	0	283	19	0	0	0	0	0	0	0	0	2	0	0	0	3	68	0	0	0	0	7	0	0
sample_56	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	9	0	0	0	0	0	0	0	43	0	0	0	0	25	0	0	0	0	0	3	0	16	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	92	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	140	0	0	37	0	0	0	71	0	0	0	0	0	0	0	1	210	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	283	2	0	0	0	1	0	0	0	0	0	44	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	18	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	612	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	4	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	2	0	10	0	1	0	0	0	2	0	4	0	0	0	0	1	0	0	6	0	0	0	183	0	0	5	0	0	0	0	0	0	0	0	0	0	0	208	0	6	6	0	3	0	0	0	0	8	0	0	0	234	52	0	0	2	0	0	0	0	51	0	0	0	0	105	6	0	0	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	0	13	0	0
