	Johnsonella	Burkholderia	Rubrivirga	Turicibacter	Fusicatenibacter	Rheinheimera	Salinicoccus	Altererythrobacter	Afipia	Streptomyces	Propioniciclava	Micropruina	Gordonibacter	Hafnia	Nodularia	Demetria	Pediococcus	Anaerococcus	Rhodocytophaga	Syntrophococcus	Hyphomicrobium	Parapusillimonas	Gemmatimonas	Pseudolabrys	Segetibacter	Lentibacillus	Bosea	Pannonibacter	Rhizobacter	Actinotalea	Alistipes	Nannocystis	Mogibacterium	Dioscorea	Deinococcus	Brooklawnia	Erythrobacter	Bifidobacterium	Bdellovibrio	Pseudoramibacter	Ottowia	Filifactor	Denitrobacterium	Leahibacter	Saccharophagus	Cloacibacillus	Thermomonas	Zoogloea	Brevundimonas	Cloacibacterium	Raoultella	Nocardioides	Leucobacter	Hydrogenoanaerobacterium	Odoribacter	Terrahaemophilus	Blastococcus	Dolosigranulum	Isosphaera	Sporosarcina	Oxalophagus	Propionimicrobium	Bulleidia	Chelatococcus	Brassicibacter	Bacteriovorax	Phenylobacterium	Asteroleplasma	Desulfuromonas	Ralstonia	Rhodopirellula	Gordonia	Epulopiscium	Limnobacter	Flavobacterium	Chthoniobacter	Intestinimonas	Treponema	Methanosphaera	Alkalibaculum	Tsukamurella	Insolitispirillum	Sarcina	Lautropia	Bradyrhizobium	Planctomyces	Varibaculum	Parvimonas	Dehalobacter	Schwartzia	Methylotenera	Mycobacterium	Arcticibacter	Prevotella	Cupriavidus	Cedecea	Legionella	Xylanibacter	Sphingomonas	Acholeplasma	Gemmiger	Rhodoplanes	Kocuria	Guggenheimella	Pluralibacter	Robinsoniella	Dyadobacter	Methylopila	Halomicronema	Lactobacillus	Cetobacterium	Pigmentiphaga	Microbacterium	Helcococcus	Tepidimonas	Anaerofilum	Methylophilus	Alkanindiges	Camelimonas	Trichococcus	Sphaerobacter	Micrococcus	Exiguobacterium	Centipeda	Coraliomargarita	Solirubrobacter	Streptobacillus	Brachyspira	Peptococcus	Arthrobacter	Blautia	Bauldia	Yaniella	Aeromicrobium	Acetitomaculum	Cellvibrio	Serinicoccus	Spinacia	Haemophilus	Acetobacter	Mycoplasma	Proteus	Hymenobacter	Roseburia	Natranaerovirga	Scardovia	Shewanella	Pseudoxanthobacter	Stenotrophomonas	Sphingobacterium	Helicobacter	Parasutterella	Klebsiella	Pedobacter	Parabacteroides	Tessaracoccus	Oceanobacillus	Kineococcus	Caulobacter	Ethanoligenens	Cellulosilyticum	Phyllobacterium	Flavihumibacter	Comamonas	Methylomonas	Anaeromyxobacter	Catonella	Phascolarctobacterium	Oceanitalea	Peptoclostridium	Oxalobacter	Zhihengliuella	Kytococcus	Christensenella	Aquicella	Megasphaera	Barnesiella	Soonwooa	Kingella	Leuconostoc	Leptotrichia	Lysobacter	Defluviicoccus	Fretibacterium	Luteococcus	Mobiluncus	Anaerosinus	Peptostreptococcus	Sphingopyxis	Uruburuella	Acetanaerobacterium	Akkermansia	Agromyces	Rubellimicrobium	Eggerthella	Adlercreutzia	Lutispora	Ferruginibacter	Ruminococcus	Rothia	Anaerobiospirillum	Dorea	Tannerella	Agrococcus	Arenimonas	Alloprevotella	Citricoccus	Actinomyces	Georgenia	Morganella	Murdochiella	Cucumis	Psychrobacter	Methylobacterium	Bacteroides	Ignavibacterium	Dokdonella	Nitriliruptor	Fontimonas	Alcanivorax	Pseudomonas	Lachnospira	Desemzia	Ornithinicoccus	Aureimonas	Wautersiella	Desulfotomaculum	Saccharofermentans	Nesterenkonia	Helcobacillus	Kaistobacter	Naasia	Devosia	Lachnobacterium	Tumebacillus	Microvirga	Faecalibacterium	Paracoccus	Roseomonas	Kerstersia	Coriobacterium	Slackia	Oceanicella	Solobacterium	Arcobacter	Aquabacterium	Globicatella	Clostridium	Acidaminobacter	Acetivibrio	Azohydromonas	Leptolyngbya	Succiniclasticum	Massilia	Actinobaculum	Azospirillum	Victivallis	Macrococcus	Capnocytophaga	Nitratireductor	Brachybacterium	Schlesneria	Alishewanella	Finegoldia	Gemella	Propionivibrio	Hydrotalea	Stomatobaculum	Catabacter	Dehalobacterium	Reyranella	Antarcticicola	Catellibacterium	Fluviicola	Janthinobacterium	Jeotgalicoccus	Sutterella	Novosphingobium	Conexibacter	Brevibacterium	Tetracoccus	Chryseobacterium	Anaerotruncus	Oribacterium	Fimbriimonas	Aequorivita	Cronobacter	Anaeroglobus	Dermatophilus	Pseudochrobactrum	Nocardia	Gracilibacter	Thauera	Hespellia	Asaccharobacter	Janibacter	Gardnerella	Papillibacter	Vallitalea	Pseudoclavibacter	Porphyrobacter	Pyramidobacter	Coprobacillus	Butyricicoccus	Sneathia	Brevibacillus	Tetrasphaera	Piscicoccus	Lachnoanaerobaculum	Photorhabdus	Methanobrevibacter	Steroidobacter	Olsenella	Dialister	Negativicoccus	Oscillochloris	Flavisolibacter	Morus	Desulfovibrio	Holophaga	Dietzia	Oxobacter	Alkalibacterium	Bryobacter	Vibrio	Moryella	Okadaella	Kaistia	Serratia	Planomicrobium	Humicoccus	Dermabacter	Shinella	Atopobium	Rhodospirillum	Craurococcus	Sediminibacterium	Pantoea	Escherichia/Shigella	Alkalitalea	Pseudonocardia	Leclercia	Succinivibrio	Butyrivibrio	Methylobacillus	Eikenella	Meiothermus	Enterorhabdus	Paenibacillus	Variovorax	Pseudoxanthomonas	Nitrosomonas	Facklamia	Enterobacter	Polymorphum	Subaequorebacter	Trifolium	Pectobacterium	Marmoricola	Sporacetigenium	Enterococcus	Vampirovibrio	Citrobacter	Prolixibacter	Acinetobacter	Rhodococcus	Parvibacter	Megamonas	Mesorhizobium	Schlegelella	Porphyromonas	Rhizobium	Paraeggerthella	Singulisphaera	Bifissio	Pontibacter	Hydrocarboniphaga	Holdemania	Kofleria	Geodermatophilus	Pleomorphomonas	Campylobacter	Knoellia	Ornithinimicrobium	Bilophila	Allobaculum	Ilumatobacter	Sneathiella	Howardella	Imtechium	Tunicatimonas	Rhodothermus	Oscillibacter	Aquamicrobium	Alkaliphilus	Vagococcus	Ochrobactrum	Dermacoccus	Anaerorhabdus	Pyxidicoccus	Rhodobacter	Aliihoeflea	Granulicatella	Bordetella	Flavonifractor	Aciditerrimonas	Coprobacter	Ramlibacter	Elusimicrobium	Lactonifactor	Peptoniphilus	Sporobacter	Halomonas	Caryophanon	Anoxybacillus	Nostocoida	Fusobacterium	Subdoligranulum	Anaerovibrio	Sphaerochaeta	Skermanella	Aerosphaera	Nitrolancea	Undibacterium	Mitsuokella	Anaerosporobacter	Aminobacter	Corynebacterium	Anaerofustis	Galbibacter	Alcaligenes	Luteimonas	Kluyvera	Bacillus	Alloscardovia	Hazenella	Petrimonas	Abiotrophia	Desulfosporosinus	Collinsella	Acidovorax	Propionibacterium	Butyricimonas	Achromobacter	Pelomonas	Aggregatibacter	Erwinia	Pseudoflavonifractor	Elizabethkingia	Acidaminococcus	Perlucidibaca	Sideroxydans	Lactococcus	Eubacterium	Coprococcus	Neisseria	Anaerovorax	Weissella	Microlunatus	Methyloversatilis	Cardiobacterium	Allisonella	Streptococcus	Azonexus	Providencia	Agrobacterium	Planobacterium	Catenibacterium	Anaerostipes	Staphylococcus	Zymophilus	Leifsonia	Rhodopseudomonas	Adhaeribacter	Moraxella	Gaiella	Patulibacter	Delftia	Empedobacter	Curvibacter	Millisia	Oscillospira	Paraprevotella	Solibacillus	Aerococcus	Rikenella	Selenomonas	Veillonella	Ammoniphilus	Sphingobium
sample_162	0	0	0	0	28	0	0	21	0	25	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	2770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	16674	5	3	0	0	604	0	81	0	452	0	0	0	0	0	0	2215	0	0	2	0	0	0	0	0	0	0	0	1265	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	309	0	0	0	0	464	0	0	0	0	3	0	0	0	4451	0	6	18	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	68	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	215	0	0	8	0	0	0	0	0	8	0	0	0	0	0	35	244	0	0	0	0	0	123	0	0	0	636	11	0	0	0	0	0	0	0	0	0	0	345	9811	2982	47	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1195	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34	0	0	0	6	0	0	0	18	0	0	0	0	0	0	0	0	7	299	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	167	0	0	0	91	15	0	923	11	0	9	25	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	588	0	0	0	0	0	0	0	0	0	4	0	63	0	14	0	44	6	13	0	0	5	17	0	0	0	121	10	0	0	1	0	0	0	0	59	0	0	3	0	0	10	21	0	0	0	0	317	0	0	23	0	0	0	0	0	0	1	0	0	1003	0	33
sample_46	0	0	0	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	63	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	248	0	0	0	0	0	0	720	0	0	0	0	0	0	0	0	605	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	88	0	0	0	0	0	0	0	170	0	0	0	0	120	0	0	0	0	0	0	0	27	0	0	1908	0	0	0	0	0	0	0	0	1	0	0	0	469	0	0	0	0	0	8	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	13	9	0	0	560	1	0	289	0	0	0	13	0	14	0	0	0	0	0	4	10174	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4248	0	0	0	0	71	0	157	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	114	0	0	0	0	5	0	0	0	0	0	55	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	7	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	698	0	0	0	1	0	0	0	0	0	0	0	84	0	67	0	2	0	4	71	0	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	2	2	0	0	0	0	9	0	2	0	0	0	2010	398	0	3	0	0	0	0	21	365	0	0	0	0	1316	130	0	0	0	0	0	0	0	0	0	0	0	0	223	41	0	0	14	0	8	0	0
sample_41	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	22	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	14	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	413	0	0	0	0	347	0	0	0	0	0	0	0	2	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	8	1	0	0	1	1	0	0	354	8	0	545	0	0	0	199	0	6	0	0	0	0	0	0	231	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4672	0	0	0	0	32	0	105	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	2	549	0	0	5	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	0	0	2	0	0	0	0	3	0	2	0	0	0	4714	419	0	2	0	0	0	0	5	358	0	0	0	0	749	90	0	0	0	0	0	0	0	0	1	0	0	0	114	4	0	0	0	0	137	0	0
sample_121	0	0	0	13	15	0	0	0	0	0	0	0	77	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	154	0	0	0	0	1	0	385	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	57	0	0	0	0	0	0	0	0	0	0	1	0	83	0	0	0	0	6	3	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0	271	0	0	61	0	0	0	1	0	35	0	0	0	0	0	0	179	0	0	0	0	0	53	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2363	2	6	0	0	5	0	2	0	0	0	455	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	766	0	0	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	8	9	0	0	10	0	0	0	0	0	0	218	0	0	0	0	0	0	22	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	1	0	0	1	0	0	15	0	0	38	0	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	66	0	3	0	0	1	0	0	0	3	6	0	0	0	415	6	0	0	0	0	0	0	0	191	0	0	13	0	34	2	0	0	0	0	0	0	0	0	1	0	0	0	14	6	0	0	0	0	0	0	0
sample_125	0	0	0	0	20	0	0	0	0	0	0	0	140	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	27	0	4	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	28	0	74	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0	0	6	3	0	42	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	4	0	4	3	0	0	8	0	0	0	0	0	0	0	0	0	0	1	4	0	0	36	7	0	0	193	1	0	55	0	0	0	5	0	138	0	0	0	0	0	0	367	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	0	0	0	0	13	0	0	0	0	0	203	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	845	0	0	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	7	0	0	8	0	0	0	0	0	2	9	0	0	0	0	0	0	1120	0	5	0	0	8	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	115	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	0	330	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	165	0	654	7	0	4	0	0	0	1	25	0	0	2	341	39	0	3	32	0	0	0	0	675	0	0	0	0	94	20	0	0	0	0	0	0	0	0	3	0	0	0	15	4	0	0	0	0	1	0	0
sample_161	0	0	0	74	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	5	4	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2295	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	24	0	0	0	0	54	0	0	0	0	0	0	0	2	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	2	0	0	565	0	0	7	0	0	0	1	0	2	0	0	0	1	0	1	263	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11213	17	5	21	0	0	0	372	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	6	4	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	1304	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	3	0	69	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1074	0	1	0	0	0	0	0	0	0	0	0	0	0	15981	140	0	0	6	0	0	0	0	268	0	0	0	0	164	10	2	0	0	0	0	1	0	0	2	0	0	0	8	0	0	0	0	0	11	0	0
sample_71	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1239	0	0	0	0	0	0	453	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2681	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	2	0	13	1	0	493	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	5	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	614	0	0	196	0	0	0	0	0	2	0	0	0	0	0	0	1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4377	1	0	0	0	155	0	2	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	37	0	0	0	0	1	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	4	0	0	8	4	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	5	9	0	12	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	11	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	54	0	7	0	0	0	7	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	1397	0	0	0	0	0	0	0	0	0	0	0	0	0	1327	110	0	0	0	0	6	0	5	23	0	0	0	1	72	121	1	0	0	0	1	1	0	0	0	0	0	0	29	52	0	0	0	0	0	0	0
sample_91	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	59	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	3	0	1033	0	0	0	0	0	0	0	33	0	0	0	0	36	0	0	0	0	0	353	0	6	1	0	646	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	2	0	3	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	77	21	0	0	430	0	0	46	0	0	0	0	0	51	0	0	0	0	0	1	9392	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1807	0	0	0	0	4	0	3	0	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	2	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	70	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	3	0	0	0	3	0	0	0	0	0	18	0	0	0	0	0	0	50	0	0	0	5	12	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	81	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	2802	0	0	16	0	1	0	0	0	83	23	0	0	0	235	20	0	0	0	0	0	0	0	81	0	0	0	0	64	1	7	0	0	0	0	0	0	0	1	0	0	0	15	22	0	0	0	1	52	0	0
sample_19	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	69	0	0	0	0	0	0	0	98	0	0	0	0	75	0	0	0	0	0	0	0	9	8	0	20	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	102	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	320	0	0	101	0	0	0	194	0	4	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1181	0	0	0	0	28	0	90	0	0	0	126	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	185	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	54	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	969	35	0	0	2	0	0	0	0	44	0	0	0	0	458	10	0	0	0	0	0	0	0	0	0	0	0	0	58	10	0	0	0	0	13	0	0
sample_143	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	1	0	0	36	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	24	0	0	0	0	0	0	0	22	0	0	0	0	18	0	0	0	0	0	0	0	7	0	0	16	0	0	0	0	0	0	0	0	1	0	0	0	38	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	14	0	0	353	0	0	116	0	0	0	17	0	0	0	0	0	0	0	33	213	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1407	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	762	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	58	0	0	0	1	2	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	0	4	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	10	0	0	0	0	0	1	0	11	0	0	0	377	33	0	0	0	0	0	0	0	6	0	0	0	0	85	1	17	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	7	0	0
