	Erwinia	Acetoanaerobium	Howardella	Dermacoccus	Cardiobacterium	Bulleidia	Veillonella	Acholeplasma	Oxalobacter	Kandleria	Insolitispirillum	Saccharofermentans	Methanosphaera	Catabacter	Peptostreptococcus	Propionibacterium	Christensenella	Flavonifractor	Anaerofustis	Barnesiella	Atopobium	Lawsonia	Turicibacter	Cellulosibacter	Adlercreutzia	Pediococcus	Peptoclostridium	Marvinbryantia	Dialister	Thauera	Anaerofilum	Bacillus	Anaerophaga	Lactonifactor	Campylobacter	Anaerosinus	Tannerella	Rothia	Finegoldia	Morganella	Caloramator	Butyrivibrio	Vampirovibrio	Fusobacterium	Sporobacter	Macellibacteroides	Mitsuokella	Parvibacter	Paenibacillus	Actinobaculum	Brassicibacter	Azospirillum	Eubacterium	Roseburia	Flexibacter	Oxobacter	Parasutterella	Clostridium	Megasphaera	Leuconostoc	Lachnoanaerobaculum	Solobacterium	Slackia	Leptotrichia	Sporacetigenium	Piscinibacter	Faecalibacterium	Anaerostipes	Staphylococcus	Pasteurella	Allisonella	Megamonas	Varibaculum	Granulicatella	Blattabacterium	Lachnobacterium	Rikenella	Allobaculum	Sorangium	Parvimonas	Subdoligranulum	Neisseria	Facklamia	Mangroviflexus	Lactobacillus	Selenomonas	Akkermansia	Collinsella	Stomatobaculum	Thermovenabulum	Oscillospira	Anaeroglobus	Hydrogenoanaerobacterium	Caldicellulosiruptor	Cerasicoccus	Pelagicoccus	Succiniclasticum	Coriobacterium	Metabacterium	Syntrophococcus	Mobiluncus	Fusicatenibacter	Schlegelella	Succinatimonas	Anaerococcus	Odoribacter	Coraliomargarita	Acidaminococcus	Butyricicoccus	Lachnospira	Desulfotomaculum	Asteroleplasma	Burkholderia	Peptococcus	Lutispora	Pantoea	Cryptobacterium	Cyanophora	Desulfonauticus	Catonella	Actinobacillus	Victivallis	Elusimicrobium	Syntrophomonas	Natranaerovirga	Acetitomaculum	Anaerovorax	Prevotella	Enterococcus	Catenibacterium	Cellulosilyticum	Anaerosporobacter	Anaerorhabdus	Hippea	Porphyromonas	Acidaminobacter	Pectinatus	Bacteroides	Hespellia	Halomonas	Succinivibrio	Spinacia	Ethanoligenens	Geosporobacter	Comamonas	Eggerthia	Peptoniphilus	Geopsychrobacter	Brevibacterium	Eikenella	Helianthus	Parasporobacterium	Yersinia	Pseudomonas	Bifidobacterium	Pyramidobacter	Alloprevotella	Scardovia	Aggregatibacter	Acetanaerobacterium	Eggerthella	Robinsoniella	Gracilibacter	Pseudoflavonifractor	Methanomassiliicoccus	Kluyvera	Emticicia	Desulfonispora	Alkaliphilus	Parabacteroides	Mogibacterium	Oribacterium	Corynebacterium	Ruminococcus	Shewanella	Thermanaerovibrio	Gardnerella	Daucus	Erysipelothrix	Sporobacterium	Methanobrevibacter	Coprobacter	Escherichia/Shigella	Rhodospirillum	Holdemania	Alkalibaculum	Acetatifactor	Olsenella	Negativicoccus	Lautropia	Citrobacter	Actinomyces	Alkalibacter	Gemella	Acinetobacter	Dorea	Sarcina	Intestinimonas	Filifactor	Dehalobacterium	Pseudobutyrivibrio	Xylanibacter	Serratia	Proteiniphilum	Vallitalea	Oscillibacter	Stenotrophomonas	Papillibacter	Paraeggerthella	Anaerotruncus	Enterobacter	Carnobacterium	Cetobacterium	Enterorhabdus	Shuttleworthia	Phascolarctobacterium	Cloacibacillus	Dethiosulfatibacter	Cronobacter	Desulfovibrio	Denitrobacterium	Desulfomicrobium	Gemmiger	Haemophilus	Coprobacillus	Spiroplasma	Paraprevotella	Achromobacter	Defluviitalea	Coprococcus	Alloscardovia	Butyricimonas	Streptococcus	Abiotrophia	Thermovirga	Blautia	Murdochiella	Lactococcus	Helicobacter	Gallicola	Acetivibrio	Alistipes	Sutterella	Weissella	Fastidiosipila	Epulopiscium	Klebsiella	Bilophila	Gordonibacter
IBS_S0084	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	101	0	1	2	0	1	0	0	0	10	0	11	0	0	0	0	5	0	0	0	66	0	7	0	8	0	2	0	0	2	0	0	0	0	0	3461	112	0	0	0	1486	0	0	0	0	1	0	0	0	120	3336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	3102	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	3	0	0	0	0	0	0	0	29944	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	2	1	0	11	203	0	0	0	0	0	0	0	0	2	0	2	4	2712	0	0	0	0	0	0	0	0	2582	0	39	0	0	0	0	0	0	21	0	6	0	260	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	8	0	0	2617	0	0	1523	0	1	0	0	0	27	1	0	0	0	2	864	7
IBS_S0071	2	0	55	0	0	0	74	0	1	0	0	188	0	1	0	0	9	754	0	3900	0	0	152	0	56	0	13	0	0	0	1	0	0	2	0	0	0	4	0	0	0	2	0	0	29	0	0	0	0	0	0	0	1527	1014	0	0	362	3840	0	0	0	0	252	0	0	0	3297	156	0	0	0	0	0	0	0	19	0	0	0	0	22	0	0	0	0	0	327	378	0	0	265	0	0	0	0	0	0	0	3	0	0	53	0	0	0	212	0	0	88	7	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	13	0	2	3	0	2	4	0	0	0	0	0	9543	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	0	59	6	8	1	20	0	0	0	0	0	977	0	0	0	2001	0	0	0	0	0	0	143	74	4682	1	12	0	0	0	0	0	11	37	0	0	0	962	0	180	0	2	0	0	4	0	2	221	0	2	0	47	0	0	0	0	1	548	345	0	0	43	0	0	1238	193	0	0	234	1	0	483	0	577	0	0	0	1381	0	21	0	0	3	2462	1	0	0	4	14	83	122
Con_S0023	0	1	0	0	0	0	0	0	0	0	0	7	0	12	0	0	66	3551	2	4867	0	0	205	1	41	5	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	87	0	0	0	0	0	0	0	6406	422	0	0	35	1281	1	0	0	0	0	0	0	0	1808	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	10	1652	0	1	216	0	2	0	0	0	0	0	0	0	0	4	0	0	0	62	0	239	0	33	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	39	0	3	0	0	0	0	0	0	0	7710	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	430	0	0	0	0	87	56	0	0	60	0	0	0	0	0	523	0	0	0	3311	0	0	0	0	0	0	20	40	2	0	101	0	0	1	0	0	0	4	0	0	0	390	0	251	0	4	0	0	0	0	0	860	0	18	0	10	0	0	0	0	0	184	0	0	0	269	0	0	1	0	0	0	1	0	0	24	0	29	36	0	0	1410	0	7	0	0	4	2223	127	0	0	0	0	134	44
IBS_S0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2282	4	0	0	0	11	0	0	0	1	0	5640	0	0	0	0	9	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	14587	870	0	0	0	3339	0	0	0	0	0	0	0	0	12035	402	2	0	0	0	5	0	0	0	0	0	0	0	48	0	0	0	1	0	0	2738	0	0	26	0	7	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	36566	0	9	0	0	0	0	0	1	0	0	0	0	0	3	0	10	744	0	0	1	0	92	159	1	0	2	0	0	0	0	0	3950	0	0	0	5881	2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	205	0	114	0	0	0	0	0	0	0	591	4	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2130	0	0	0	1	0	0	540	0	0	11	0	0	1465	2	1	0	0	3	3	489	0	0	0	0	0	0
IBS_S0080	0	0	0	0	0	0	0	0	17	0	0	7	0	8	4	0	8	644	7	288	0	0	0	0	5	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	11	0	0	0	0	0	0	0	2458	7	0	0	137	569	0	0	0	0	97	0	0	0	2670	59	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	9636	385	0	0	197	0	8	0	0	0	0	0	0	0	0	63	1	0	0	322	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	172	0	0	1	0	1	8	0	0	0	0	1	0	3	0	0	6865	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	842	0	0	0	0	3	4	2	0	14	0	0	0	0	1	601	0	0	0	2021	0	0	0	0	0	0	19	7	29	0	8	0	0	0	0	0	0	8	0	0	0	262	0	102	0	2	0	0	0	0	0	90	0	14	0	12	0	0	0	0	0	0	0	0	0	114	0	0	87	0	2	0	170	0	0	426	0	72	23	0	0	69	1	1	0	1	4	4558	1	0	0	0	0	215	17
IBS_S0088	0	0	66	0	0	0	10	0	0	0	0	1	0	0	0	0	3	83	0	217	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	11	0	0	0	0	0	0	0	4452	1042	0	0	0	220	0	0	0	0	45	0	0	0	13995	235	0	0	62	134	0	0	0	0	0	0	0	0	76	0	0	0	3	0	0	70	0	0	323	0	0	0	0	0	0	0	0	0	0	57	0	0	0	10	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14308	0	1002	0	1	0	0	2	0	0	2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	687	0	0	15	0	0	0	10	0	0	0	0	0	766	0	0	0	1196	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	415	0	25	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	2393	0	1	0	0	0	0	1493	0	0	0	0	2	0	1657	0	116	129	0	0	315	0	0	0	0	2	977	355	0	0	0	0	77	0
Con_S0139	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	357	0	624	0	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	14	0	0	0	0	0	0	0	2219	754	0	0	137	212	0	0	0	0	165	0	0	0	4352	358	0	0	53	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	214	2	0	254	0	3	0	0	1	0	0	0	0	0	36	0	0	0	116	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	19644	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	2	0	0	11	0	0	0	0	0	1353	0	1	0	1243	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	192	0	72	0	2	0	0	0	0	0	39	0	4	0	18	0	0	0	0	0	1316	0	0	0	0	0	0	1197	0	3	0	1282	0	0	1910	0	247	7	0	0	348	4	0	0	0	2	1171	251	0	0	0	0	2	4
Con_S0142	0	0	0	0	0	0	6	0	3	0	0	1	0	0	0	0	0	241	0	0	3	0	12	0	0	0	0	0	1120	0	0	0	0	0	5	0	0	2	0	0	0	175	0	0	3	0	0	0	0	0	0	0	6586	438	0	0	0	441	0	0	0	1	105	0	0	0	15315	57	0	0	14	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	32	207	0	0	80	0	0	0	0	0	0	0	0	0	0	60	1	0	0	17	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36567	0	603	0	0	0	0	0	0	0	1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	34	0	0	0	1	0	0	0	0	0	254	0	0	3	1268	0	0	0	0	0	0	0	0	5	0	3	0	0	2	0	0	0	6	0	0	0	271	0	23	0	0	0	0	0	0	0	45	0	0	0	12	0	0	0	3	0	8	0	0	0	14	0	0	307	5	0	0	291	0	0	1198	0	67	388	0	0	135	0	0	0	0	0	8	170	0	0	0	0	62	4
Con_S0019	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	874	0	884	0	0	4	0	20	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	17	0	0	0	0	0	0	0	18593	203	0	0	35	865	0	0	0	2	0	0	0	0	10280	751	0	0	0	0	3	0	0	0	0	0	0	2	202	0	0	0	1	0	1	334	0	0	472	0	2	0	0	0	0	0	0	0	0	299	0	0	0	207	0	1	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	26172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1055	0	0	0	210	0	0	0	0	0	0	0	11	3	0	84	0	0	1	0	0	0	4	0	1	0	541	0	18	0	0	0	0	0	0	0	40	0	0	0	10	0	0	0	0	0	827	0	0	0	93	0	0	8750	1	1	0	0	3	0	115	0	52	11	2	0	684	1	0	0	0	1	1526	395	0	0	0	0	286	10
IBS_S0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1814	0	770	0	0	0	0	0	0	0	0	1722	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1424	118	0	0	1	458	0	0	0	0	0	0	0	0	13207	522	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	929	0	0	63	0	1	0	0	0	0	0	0	0	0	225	2	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	5	0	0	0	0	0	0	0	0	0	10793	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	151	0	0	2	0	0	3	0	0	36	0	0	0	0	0	375	0	1	0	889	0	0	0	0	0	0	0	17	42	0	39	0	0	0	0	0	0	4	0	0	0	547	0	10	0	0	0	0	0	0	0	470	0	1	0	1	0	0	0	0	0	0	0	0	0	592	0	0	3	0	2	0	828	2	0	190	0	0	60	0	0	360	0	0	0	0	2	170	1	0	0	0	0	187	6
IBS_S0092	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	34	1448	3	0	4	0	247	0	142	0	6	0	0	0	0	0	0	12	0	0	0	2	0	0	0	7	0	1	2	0	0	0	0	0	0	0	5592	440	0	0	1	1685	0	0	0	0	70	0	0	0	12638	251	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	96	0	0	413	0	3	0	0	0	0	0	0	0	0	71	25	0	0	614	0	0	117	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	9	1	0	1	0	0	15297	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	127	42	0	0	26	0	0	0	0	0	1920	0	3	0	9122	0	0	0	0	0	0	39	1	195	0	133	0	0	0	0	0	0	2	0	0	0	1007	0	686	0	0	0	0	0	0	0	394	0	1	0	33	0	0	0	0	0	368	0	0	0	0	0	0	1768	1	0	0	0	0	0	634	0	0	8	0	0	1209	0	0	0	0	4	2905	0	0	0	0	0	1256	4
IBS_S0069	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	4	78	1994	22	6206	0	0	12	1	1	0	1	0	419	0	0	0	0	10	0	0	0	0	4	0	0	6	0	4	88	0	0	0	0	0	0	0	790	90	0	0	1301	3748	2	0	0	0	110	0	0	0	1419	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	40	1	0	115	0	3	0	0	0	0	1	0	0	0	47	0	0	0	748	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	538	0	0	2	0	8	8	10	0	0	1	1	0	0	0	0	23113	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	122	980	0	0	0	0	147	236	1	0	58	0	0	0	0	0	10859	0	0	4	18185	0	0	0	0	0	0	1202	21	642	0	181	0	0	0	0	0	0	29	0	0	0	23	0	401	0	0	0	0	0	0	1	288	0	296	0	129	0	0	0	0	0	709	0	0	0	0	0	0	1	16	1	0	0	0	0	155	0	0	82	0	0	2624	0	0	0	0	1	5916	0	0	0	0	3	556	46
IBS_S0006	0	0	29	0	0	0	0	0	0	0	0	0	0	1	0	0	4	761	0	1040	0	0	10	0	9	0	0	0	3952	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	1914	759	0	0	100	148	0	0	0	0	0	0	0	0	18102	12	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	1	0	204	585	0	0	19	0	0	0	0	0	0	0	0	1	0	95	3	16	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	1	0	0	0	0	0	13613	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	2	0	1	0	0	0	7	0	0	0	0	0	1395	0	0	0	682	0	0	0	0	0	0	0	0	147	0	22	0	0	0	0	0	0	0	0	3	0	139	0	29	0	0	0	1	0	0	0	185	0	0	0	6	0	0	0	0	0	0	0	0	0	415	0	0	2846	0	1	0	0	0	0	1	0	72	2	0	0	137	0	0	0	0	1	411	355	0	0	0	0	147	9
Con_S0108	1	0	93	0	0	0	0	0	5	0	0	17	0	1	0	0	6	4311	2	659	0	0	0	0	1	0	0	0	807	0	0	0	0	0	8	0	0	1	0	0	0	4	0	0	19	0	0	0	0	0	0	0	2668	121	0	0	11	314	0	0	0	0	17	0	0	0	1114	218	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	16327	1593	0	0	765	0	6	0	0	0	0	0	0	0	0	27	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	9	0	363	127	1	0	0	0	0	7	0	0	9735	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	140	0	2	0	0	211	12	1	0	6	0	0	0	0	0	2278	0	0	0	708	0	0	0	0	0	0	28	7	616	0	0	0	0	0	0	0	0	13	0	0	0	111	0	55	0	0	0	0	2	0	0	392	0	7	1	22	0	0	0	3	0	0	0	2	0	113	0	0	434	13	2	0	0	0	0	297	0	267	357	0	0	202	3	1	0	0	2	2636	31	0	0	0	0	129	2
IBS_S0004	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	915	0	0	0	0	0	0	0	0	0	0	1662	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	4685	1131	0	0	441	484	1126	0	0	0	0	0	0	0	7976	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	2146	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	6	0	0	15317	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	607	0	0	0	0	0	55	0	0	1	0	0	0	0	0	3105	0	0	0	384	0	0	0	0	0	0	0	0	75	0	35	0	0	0	0	0	0	8	0	0	0	1929	0	13	0	0	0	0	0	0	0	149	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	217	0	100	1	0	0	852	0	2	0	0	2	0	1	0	0	0	0	270	0
IBS_S0030	0	0	0	0	0	0	144	0	2	0	0	0	0	0	0	0	9	536	0	1071	0	0	228	0	28	0	3	1	930	0	0	0	0	0	0	0	0	1	0	0	0	11	0	1	11	0	0	0	0	0	0	0	2064	2101	0	0	12	728	0	0	0	2	0	0	0	0	8393	284	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	2	0	114	860	1	0	230	0	0	0	0	0	19	0	0	0	0	397	0	0	0	96	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	13078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	0	0	1	0	0	0	7	0	0	0	0	0	173	0	0	2	7137	0	0	0	0	0	0	0	202	13	0	10	0	0	0	0	0	0	32	0	0	0	828	0	48	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	1	0	0	0	0	136	0	1	3591	48	0	0	0	0	0	5125	2	47	563	0	0	990	0	4	0	0	5	896	363	0	0	0	0	152	8
Con_S0017	0	0	192	0	0	0	0	0	6	0	0	4	0	1	0	0	5	221	0	97	0	0	63	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2278	198	0	2	2	525	0	0	0	0	0	0	0	0	5846	1782	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	4	0	331	1	0	0	97	0	0	0	0	0	0	0	0	0	0	78	0	0	0	507	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	637	0	1	0	1	0	0	0	0	0	7055	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	8	0	0	0	3	0	0	0	0	1	1611	1	0	0	2494	0	0	0	0	0	0	1	4	0	0	4	0	0	0	0	0	0	0	0	0	0	246	0	12	0	0	0	0	0	0	1	20	0	0	0	4	0	0	0	0	0	1070	0	0	0	140	0	0	191	0	0	0	68	0	0	540	0	51	17	0	0	146	0	10	0	0	2	1306	18	2	0	0	0	6	0
Con_S0136	0	0	0	0	0	0	0	0	8	0	0	5	0	6	6	0	25	883	0	342	0	0	0	0	0	0	1	1	1344	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	61	0	0	0	0	0	0	0	5026	159	0	0	12	541	0	0	0	6	276	0	0	0	4048	445	0	0	16	201	0	0	0	0	0	0	0	0	132	0	0	0	1	1	427	734	0	0	135	0	5	0	0	0	0	0	0	0	0	172	0	0	0	227	0	1	0	3	0	0	0	162	0	0	0	0	0	0	0	32	0	0	2	1	1	34	0	1947	0	1	0	0	11	0	2	4962	0	0	0	0	0	1	0	0	16	0	0	0	0	1	0	0	1014	0	0	0	0	96	0	3	2	37	0	0	0	0	0	2700	0	0	0	3112	0	0	0	0	0	0	75	163	16	0	8	1	0	0	0	0	0	7	0	0	0	370	0	105	0	2	0	0	0	0	0	90	0	167	0	63	0	0	0	0	0	0	0	3	0	630	0	0	6704	0	0	0	2	4	0	2771	0	242	54	0	0	831	2	0	0	0	2	2727	47	0	0	0	0	60	18
Con_S0067	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	38	0	314	0	0	1	0	88	0	2	0	1	0	0	0	0	0	0	0	0	4	0	0	0	16	0	0	1	0	0	1	0	0	0	0	7407	1515	0	0	277	338	0	0	0	0	553	0	0	0	19761	541	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	119	2	0	68	0	0	0	0	0	0	0	0	0	0	594	1	0	0	13	0	127	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	388	0	0	0	0	0	0	0	14404	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	119	0	0	0	0	0	36	0	0	0	0	0	0	0	0	885	0	0	0	3104	0	0	0	0	0	0	0	121	350	0	13	0	0	0	0	0	0	10	0	2	0	373	0	12	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	2282	0	0	0	0	0	0	933	0	0	0	986	0	0	278	3	13	160	2	0	788	0	0	0	0	0	345	331	0	0	0	0	33	2
IBS_S0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1324	2	0	0	0	0	0	12	0	0	0	2436	0	0	0	0	1	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	2166	1400	0	0	1	2551	0	0	0	0	0	0	0	0	162	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	70	0	0	0	90	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	14565	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	107	0	0	0	0	3	65	0	0	3	0	0	0	0	0	1383	0	0	0	1011	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	2	0	467	0	37	0	0	0	0	0	0	0	180	0	0	0	22	0	0	0	0	0	1	0	0	0	588	0	0	1	0	3	0	119	0	0	255	0	42	70	0	0	473	0	3	0	0	2	1367	112	0	0	0	0	688	0
IBS_S0010	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	27	486	4	1521	0	0	39	0	21	0	0	0	4	0	0	0	0	0	2	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2400	201	0	0	23	883	0	0	0	0	0	0	0	0	5704	253	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	8	0	5	833	0	0	33	0	0	0	0	0	0	0	0	0	0	26	0	0	1	81	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	1	2	0	0	1	0	12985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	47	1	0	19	0	0	0	0	0	356	0	0	0	923	0	0	0	0	0	0	0	0	897	0	31	0	0	2	0	0	0	28	0	1	0	139	0	237	0	0	0	0	0	0	0	263	0	32	0	8	0	0	0	0	0	3520	0	0	1	0	0	0	16	7	0	0	215	0	0	129	0	231	657	0	0	909	0	0	0	0	0	1669	308	0	0	0	1	149	18
IBS_S0040	0	0	58	0	0	8	3	0	0	0	0	5	0	0	2	0	2	798	0	61	0	1	2	0	0	0	2	0	6079	0	2	0	1	0	38	0	0	4	0	0	0	28	0	0	6	0	4714	0	0	0	0	0	5461	2065	0	0	7	250	4205	0	0	19	66	0	0	0	5908	14	0	0	113	0	0	1	0	0	0	0	0	1	13	0	0	0	110	36	0	578	0	0	308	0	2	0	0	0	0	0	0	0	0	21	0	0	0	17	1	416	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	43779	0	662	0	0	0	0	0	0	0	331	0	0	15912	0	0	0	0	0	0	0	0	0	0	0	0	1	22	0	2681	0	0	61	1	0	0	14	0	0	0	0	0	152	0	365	0	576	0	0	0	0	0	0	17	0	1	0	19	0	0	14	0	0	0	9	0	0	0	233	0	65	0	0	0	0	0	0	0	80	0	0	0	3	0	0	0	2	0	54	0	0	0	4	0	0	286	7	0	0	85	0	1	1887	0	8	23	0	0	76	0	0	0	0	0	21	46	0	0	0	0	0	0
IBS_S0024	0	0	1	0	4	0	13	0	0	0	0	0	0	0	0	0	0	894	1	181	7	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	40	1	0	0	0	0	0	0	0	0	0	11402	2398	0	0	1039	409	0	0	0	2	0	0	0	0	27488	836	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	1	3	0	4	2	0	159	0	0	0	0	0	1	0	0	0	0	118	0	0	0	176	0	0	9	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	17	0	0	0	3	0	0	0	1	0	19854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	1	32	0	0	34	0	0	0	0	0	2175	0	1	0	1515	0	0	0	1	0	0	0	41	1	0	29	0	0	0	0	0	0	27	0	3	0	626	0	80	0	0	0	0	0	0	0	170	0	0	0	25	0	0	0	0	0	185	0	0	0	9	0	0	43	35	0	0	1	0	0	167	0	80	157	0	0	647	0	0	0	0	1	2737	1	0	0	0	0	1	0
