	Spirosoma	Treponema	Kytococcus	Nakamurella	Finegoldia	Sporobacter	Robinsoniella	Schlegelella	Lachnoanaerobaculum	Piscicoccus	Haloanella	Pinus	Agitococcus	Cucumis	Aeromicrobium	Atopostipes	Dysgonomonas	Agrobacterium	Eubacterium	Anaeromyxobacter	Gordonia	Anaerobiospirillum	Dietzia	Coprococcus	Aureimonas	Thermoactinomyces	Insolitispirillum	Aurantimonas	Cyanophora	Rikenella	Coprobacillus	Variovorax	Flavisolibacter	Comamonas	Larkinella	Cloacibacterium	Schwartzia	Microlunatus	Acholeplasma	Mycobacterium	Brachybacterium	Clavibacter	Bythopirellula	Erysipelothrix	Brooklawnia	Galbibacter	Terrahaemophilus	Methanosphaera	Cloacibacillus	Butyricimonas	Rubricoccus	Paracoccus	Pseudochrobactrum	Capnocytophaga	Okadaella	Georgenia	Planobacterium	Tepidimonas	Oxalobacter	Hyphomicrobium	Serratia	Faecalibacterium	Aquincola	Propionicicella	Coriobacterium	Acidovorax	Phascolarctobacterium	Micrococcus	Bergeyella	Geodermatophilus	Adlercreutzia	Sphaerochaeta	Nitriliruptor	Herbaspirillum	Brassicibacter	Nubsella	Vogesella	Rhodobacter	Alkalibaculum	Sphaerobacter	Abiotrophia	Truepera	Shuttleworthia	Rubrivivax	Aequorivita	Alkalitalea	Chryseobacterium	Massilia	Ethanoligenens	Bacteroides	Sorangium	Chitinophaga	Fusobacterium	Campylobacter	Propioniferax	Lachnobacterium	Varibaculum	Pedomicrobium	Ochrobactrum	Alloscardovia	Anaeroplasma	Acetivibrio	Ilumatobacter	Brevundimonas	Oscillibacter	Exiguobacterium	Trichococcus	Altererythrobacter	Tersicoccus	Trifolium	Rothia	Atopobium	Chloroflexus	Eikenella	Anaerovorax	Kineosphaera	Ruminococcus	Mycoplasma	Kineococcus	Syntrophococcus	Paenibacillus	Kocuria	Sphingomonas	Collinsella	Pseudoclavibacter	Achromobacter	Parabacteroides	Haemophilus	Porphyromonas	Vibrio	Lactonifactor	Anaeroglobus	Burkholderia	Mobilicoccus	Peptoclostridium	Curtobacterium	Bifidobacterium	Gordonibacter	Photorhabdus	Marinicella	Pseudolabrys	Bacillus	Bulleidia	Butyrivibrio	Dehalobacterium	Catenibacterium	Barnesiella	Dermabacter	Rubrivirga	Fluviicola	Pisum	Prevotella	Kerstersia	Salinicoccus	Sneathia	Pseudorhodoferax	Lutispora	Neisseria	Thauera	Bifissio	Oribacterium	Succiniclasticum	Eggerthia	Anaerostipes	Hafnia	Microvirga	Enterorhabdus	Sutterella	Rhodoplanes	Delftia	Pseudonocardia	Algoriphagus	Rubrobacter	Sphingobium	Peptococcus	Bordetella	Anabaena	Microcella	Fulvimonas	Perlucidibaca	Acetobacter	Gemmatimonas	Asteroleplasma	Fusicatenibacter	Macrococcus	Kofleria	Janibacter	Phenylobacterium	Oscillospira	Bdellovibrio	Selenomonas	Clostridium	Cystobacter	Arcanobacterium	Paraeggerthella	Desulfotomaculum	Lautropia	Gemella	Arcobacter	Alcaligenes	Kiloniella	Xanthomonas	Acinetobacter	Planctomyces	Proteus	Blastococcus	Aquabacterium	Rhodocytophaga	Saccharofermentans	Alistipes	Hydrogenoanaerobacterium	Hydrogenophaga	Humibacillus	Papillibacter	Blastocatella	Nitrolancea	Vagococcus	Ralstonia	Vallitalea	Stenotrophomonas	Ohtaekwangia	Aciditerrimonas	Turicibacter	Meiothermus	Portibacter	Anaerorhabdus	Tetrasphaera	Pelomonas	Jonquetella	Mogibacterium	Facklamia	Brevibacillus	Propioniciclava	Paludibacter	Phyllobacterium	Tolumonas	Dorea	Cedecea	Chryseomicrobium	Emticicia	Staphylococcus	Patulibacter	Sporichthya	Lactobacillus	Brevibacterium	Succinatimonas	Veillonella	Turicella	Legionella	Methylophilus	Chelatococcus	Zhihengliuella	Flavobacterium	Castellaniella	Luteimonas	Parvimonas	Elizabethkingia	Sphingopyxis	Lactococcus	Intestinimonas	Gracilimonas	Oxalicibacterium	Alishewanella	Curvibacter	Nocardioides	Arcticibacter	Sphingosinicella	Murdochiella	Psychrobacillus	Bilophila	Megamonas	Empedobacter	Cetobacterium	Citrobacter	Cesiribacter	Mobiluncus	Desulfosporosinus	Hymenobacter	Armatimonas	Butyricicoccus	Aeromonas	Limnobacter	Acetanaerobacterium	Bosea	Fimbriimonas	Anaerofilum	Cerasicoccus	Cellulosilyticum	Skermanella	Rahnella	Succinivibrio	Slackia	Thermomonas	Methylosinus	Sediminibacterium	Lelliottia	Frankia	Terrimonas	Klebsiella	Rhodococcus	Elusimicrobium	Streptococcus	Odoribacter	Enterobacter	Anaerococcus	Denitrobacterium	Aggregatibacter	Pyramidobacter	Escherichia/Shigella	Thermobacillus	Pseudoxanthomonas	Daucus	Fructobacillus	Rhizobium	Coprobacter	Raoultella	Leifsonia	Alterococcus	Solirubrobacter	Afipia	Humicoccus	Acetonema	Parvibacter	Pantoea	Frigoribacterium	Cronobacter	Wautersiella	Anaerovibrio	Victivallis	Catabacter	Niabella	Salinimicrobium	Conexibacter	Akkermansia	Herbiconiux	Amaricoccus	Dolosigranulum	Friedmanniella	Weissella	Pluralibacter	Filifactor	Epulopiscium	Ornithinimicrobium	Corynebacterium	Devosia	Shewanella	Bradyrhizobium	Chondromyces	Nevskia	Pseudobutyrivibrio	Enterococcus	Methyloversatilis	Allisonella	Olsenella	Allobaculum	Mitsuokella	Sphaerotilus	Ottowia	Sneathiella	Rubellimicrobium	Leptotrichia	Mucilaginibacter	Ornithinicoccus	Pectobacterium	Dehalobacter	Craurococcus	Peptostreptococcus	Labrys	Propionibacterium	Arthrobacter	Sarcina	Haematobacter	Prolixibacter	Vampirovibrio	Duganella	Nocardiopsis	Cardiobacterium	Paracraurococcus	Azohydromonas	Methanobrevibacter	Nafulsella	Pedobacter	Olavius	Citricoccus	Parapusillimonas	Sodalis	Kluyvera	Nesterenkonia	Pleomorphomonas	Howardella	Thermincola	Gracilibacter	Lachnospira	Holdemania	Dioscorea	Synergistes	Cryptobacterium	Actinomyces	Sphingobacterium	Microbacterium	Acidaminobacter	Marmoricola	Adhaeribacter	Stomatobaculum	Coraliomargarita	Leuconostoc	Dialister	Pseudorhodobacter	Azospirillum	Yaniella	Azoarcus	Scardovia	Tessaracoccus	Porphyrobacter	Pontibacter	Pseudokineococcus	Jeotgalicoccus	Paraprevotella	Spiroplasma	Syntrophomonas	Cellulosimicrobium	Rhodopirellula	Moraxella	Streptomyces	Anaerotruncus	Tepidicella	Saccharophagus	Granulicatella	Gemmiger	Plesiomonas	Subdoligranulum	Alloprevotella	Agrococcus	Janthinobacterium	Solobacterium	Mariniluteococcus	Aerococcus	Dermacoccus	Oxobacter	Salmonella	Erwinia	Deinococcus	Luteococcus	Chthoniobacter	Zavarzinella	Roseomonas	Hydrotalea	Anoxybacillus	Leclercia	Morganella	Dyella	Belnapia	Pseudoramibacter	Tannerella	Cellulomonas	Rheinheimera	Actinobaculum	Gaiella	Alkanindiges	Methylobacterium	Roseburia	Desulfitobacterium	Peptoniphilus	Flavonifractor	Megasphaera	Psychrobacter	Parasutterella	Marinilactibacillus	Anaerofustis	Arenimonas	Balneola	Hespellia	Halomonas	Serinicoccus	Christensenella	Undibacterium	Pediococcus	Ectothiorhodosinus	Rhodopseudomonas	Actinomycetospora	Erythrobacter	Methylocystis	Pseudomonas	Caulobacter	Micropruina	Blautia	Micromonospora	Novosphingobium	Brachyspira	Moryella	Acidaminococcus	Eggerthella	Desulfovibrio	Pseudoflavonifractor	Lysobacter
MBD066	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1949	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	1	0	0	0	0	1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	2	0	0	1	0	264	0	0	0	0	0	0	191	0	0	122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	174	19	0	0	0	0	2979	0	0	0	0	0	0	0	0	0	0	0	25	0	0	4	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	16	0	0	0	0	47	0	3	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	376	0	0	0	0	0	0	346	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	61	0	0	3	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	29	2	0	194	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	123	3	0	0	0	53	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	0	0	3	0	0	0	0	0	0	4	1	484	0	0	0	0	0	0	0	0	0	0	61	25	0	0	0	0	0	2	0	0	0	213	0	4	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	25	725	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	99	0	0	0	0
MBD335	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2557	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	4	0	0	1	0	269	0	0	0	0	0	0	167	0	0	3	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	185	1	0	0	0	0	10828	2	0	0	0	0	0	0	0	0	0	0	24	0	0	7	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	38	0	0	205	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	178	1	0	0	0	0	0	200	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	5	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	22	0	11	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	1	450	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	9	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	4	0	0	0	0
MBD400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	3	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	10	2	354	0	91	4	2	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	444	3	0	0	0	0	2812	491	0	0	0	0	0	0	0	0	0	0	11	0	0	3	9	0	0	1	0	0	0	0	44	0	0	0	0	0	0	6	1	0	0	0	0	32	0	0	185	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	193	0	0	0	2	1	0	1217	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	32	0	0	17	0	3	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	549	0	241	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	256	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	4	2908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	66	0	0	800	0	0	0	0	2	0	0	0	0
MBD429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	185	0	21	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	283	2	0	0	0	0	8115	90	0	0	0	0	0	0	0	25	0	0	6	0	0	0	38	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	17	0	0	0	0	15	0	0	374	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	315	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	281	8	0	0	0	0	0	0	15	0	0	10	6	5	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	41	0	52	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	17	1	0	0	0	2	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	2	0	0	0	77	0	0	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	4	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	335	0	0	0	0	0	0	1	0	0
MBD299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2646	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1424	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	3	0	164	0	0	0	0	0	0	1570	0	159	2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	948	12	0	0	0	0	150	42	0	0	0	0	28	0	0	4	0	0	277	0	0	33	7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	35	0	0	0	2	6	0	0	1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2119	2	0	0	0	0	0	1954	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	75	0	0	164	2	42	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	4	0	0	77	0	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	0	3	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	1	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	1743	0	0	0	0	1	0	0	0	0
MBD449	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2368	0	0	0	0	1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1659	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	2	0	180	0	0	0	0	0	0	1425	0	65	38	0	0	0	0	0	9	0	0	0	9	0	0	0	0	16	0	0	0	794	3	0	0	0	0	1564	0	0	0	0	0	0	0	0	0	0	0	79	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	67	0	0	577	0	0	0	0	0	1	0	0	0	0	1	0	0	0	14	0	0	124	0	0	0	5	0	0	0	0	0	0	0	0	15	0	0	0	0	12	0	1	0	0	0	0	0	0	826	0	0	0	5	0	0	704	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	123	0	0	20	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	8	0	0	55	0	7	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	21	0	0	0	0	0	1	6	0	5	70	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	2	699	0	0	0	0	0	0	0	0	0	0	4	408	0	0	0	0	0	7	1	0	0	424	0	1	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	0	0	73	235	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1113	0	0	1343	0	0	0	0	0	0	1	0	0
MBD037	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1855	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	1886	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	233	0	0	0	0	0	6639	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	41	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	78	3	11	0	2	0	2	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	19	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	1	0	412	0	0	0	0	0	0	0	0	0	0	2	43	0	0	0	0	0	8	0	0	0	149	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	24	34	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	4	12	1	0
MBD288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2642	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	23	0	0	1719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	96	0	0	0	0	0	1	0	0	0	3	0	28	0	0	0	0	0	0	1741	0	71	7	1	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	1	0	1106	0	0	0	0	0	2348	7	0	0	0	0	9	0	0	0	0	0	67	0	0	2	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	47	0	0	0	0	69	0	0	241	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846	0	0	0	0	0	0	439	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	11	0	0	43	0	4	0	0	0	2	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1	0	2	66	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	1	216	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	26	25	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	96	0	0	1832	0	0	0	0	0	0	6	0	0
MBD107	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1854	0	0	0	0	924	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	9	0	0	1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1134	0	0	0	0	0	0	0	0	0	3	0	221	0	0	0	0	0	0	1509	0	0	198	0	1	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	1	453	10	0	0	0	0	5150	0	0	0	0	1	0	0	0	1	0	0	20	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	271	0	0	516	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	245	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	1039	0	0	0	0	0	0	3967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	17	1	0	0	0	0	0	0	0	0	2	0	0	28	0	0	2	0	0	0	0	0	31	0	0	0	0	0	0	8	0	0	49	27	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	73	0	0	0	0	4	0	0	0	0	0	0	0	0	21	127	0	570	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	938	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	29	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	1	115	1680	0	15	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	764	0	0	0	2	141	2	0	1	0
MBD208	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1937	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	1039	0	0	0	0	0	2	675	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	1931	2	0	0	0	0	10093	1	0	0	0	0	0	0	0	3	0	0	151	0	0	13	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	9	0	0	543	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	736	0	0	0	0	0	0	947	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	463	50	0	0	0	0	0	0	0	0	22	21	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	74	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	307	0	3	1320	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0	33	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1952	0	0	0	0	0	0	0	0	0
